Duration,Activity,Revenue,Source
9.8,2,0,GoogleSearch
12.4,2,0,GoogleSearch
9.7,3,0,GoogleSearch
6.7,4,0,GoogleSearch
108.9,6,18.2,GoogleSearch
9.1,3,0,GoogleSearch
60,6,24.2,Directlink
10.9,2,0,GoogleSearch
7.4,1,0,GoogleSearch
9.5,1,0,GoogleSearch
9.7,1,0,GoogleSearch
80.6,8,10.2,GoogleSearch
7.4,1,0,GoogleSearch
6.6,2,0,GoogleSearch
96.9,9,10.9,GoogleSearch
6.5,3,0,GoogleSearch
56.6,8,0,Directlink
8.7,2,0,GoogleSearch
5.2,3,0,GoogleSearch
9.4,2,0,GoogleAdWord
45,7,0,Directlink
9.1,1,0,GoogleSearch
8.3,4,0,GoogleSearch
11.4,1,0,GoogleSearch
0.5,2,0,GoogleAdWord
66.6,5,13.4,GoogleSearch
8.1,1,0,GoogleSearch
1,0,0,GoogleAdWord
13.6,2,0,GoogleSearch
12.1,1,0,GoogleSearch
9.7,1,0,GoogleSearch
11.1,1,0,GoogleSearch
12.2,1,2.3,GoogleSearch
9.9,3,0,GoogleSearch
68.7,7,27.9,Directlink
10.2,0,0,GoogleSearch
8.4,2,0,GoogleSearch
9.3,0,0,GoogleSearch
9.7,3,0,GoogleSearch
11.9,2,0,GoogleSearch
11.6,2,0,GoogleSearch
9.8,0,0,GoogleSearch
10.1,3,0,GoogleSearch
8.7,1,0,GoogleSearch
9.7,2,0,GoogleSearch
7.1,3,0,GoogleSearch
10.5,2,0,GoogleSearch
9.3,1,0,GoogleSearch
10.6,1,0,GoogleSearch
11.9,2,0,GoogleSearch
39.1,5,0,Directlink
7.5,3,0,GoogleSearch
10,3,0,GoogleSearch
8.7,2,0,GoogleSearch
87,7,31.6,Directlink
8.1,2,0,GoogleSearch
12.9,3,0,GoogleSearch
7.6,3,3.8,GoogleSearch
7.3,1,0,GoogleSearch
26.3,1,0,GoogleAdWord
12.8,3,0,GoogleSearch
11.3,0,0,GoogleSearch
1,1,0,GoogleAdWord
42.1,7,0,Directlink
11.6,1,0,GoogleSearch
75.2,8,31.2,Directlink
11.2,2,0,GoogleSearch
9.9,2,0,GoogleSearch
8.1,2,0,GoogleSearch
78.2,5,15.7,GoogleSearch
8.5,3,0,GoogleSearch
29.6,8,0,Directlink
10.4,2,0,GoogleSearch
7.9,1,0,GoogleSearch
8.7,1,0,GoogleSearch
6.3,1,0,GoogleSearch
14.5,1,0,GoogleSearch
11.7,2,0,GoogleSearch
73.7,8,9.3,GoogleSearch
10.6,4,0,GoogleSearch
10.1,2,0,GoogleSearch
82.5,9,9.3,GoogleSearch
12,1,0,GoogleSearch
108.3,1,108.4,GoogleSearch
11,3,0,GoogleSearch
72.8,6,12.2,GoogleSearch
14.9,2,0,GoogleAdWord
58.5,5,21.9,Directlink
99.8,8,12.6,GoogleSearch
1,1,0,GoogleAdWord
6.8,0,0,GoogleSearch
9.1,2,0,GoogleSearch
9.5,2,0,GoogleSearch
10.6,1,0,GoogleSearch
7.5,1,1.8,GoogleSearch
71.6,3,24,GoogleSearch
10.3,1,0,GoogleSearch
8.8,2,0,GoogleSearch
42.8,5,18.8,Directlink
57.9,5,21.8,Directlink
11,2,0,GoogleSearch
8.8,1,0,GoogleSearch
52,11,4.8,GoogleSearch
9.5,2,0,GoogleSearch
7.9,2,0,GoogleSearch
9.4,3,0,GoogleSearch
8.3,4,0,GoogleSearch
8.5,3,0,GoogleSearch
8.7,3,0,GoogleSearch
8.3,2,0,GoogleSearch
64.9,8,8.2,GoogleSearch
9.8,3,0,GoogleSearch
86.5,16,5.5,GoogleSearch
99,13,7.7,GoogleSearch
8.8,3,0,GoogleSearch
86.6,7,12.5,GoogleSearch
10.6,3,0,GoogleSearch
11.7,1,0,GoogleSearch
74.7,6,12.5,GoogleSearch
10.8,2,0,GoogleSearch
10.6,1,0,GoogleSearch
10.9,1,0,GoogleSearch
10.1,1,0,GoogleSearch
12.3,3,0,GoogleSearch
9.5,2,0,GoogleSearch
10.3,2,0,GoogleSearch
75.4,4,18.9,GoogleSearch
9.3,2,0,GoogleSearch
1.1,1,0,GoogleAdWord
10.1,5,0,GoogleSearch
11.1,2,0,GoogleSearch
8.4,2,0,GoogleSearch
11.7,2,0,GoogleSearch
9.5,2,0,GoogleSearch
1,1,0,GoogleAdWord
64.7,6,0,Directlink
12.1,1,0,GoogleSearch
12.2,1,0,GoogleSearch
8.7,3,0,GoogleSearch
85.8,7,12.4,GoogleSearch
10.7,1,0,GoogleSearch
12.6,3,0,GoogleSearch
10.4,3,0,GoogleSearch
12.4,2,0,GoogleSearch
55.6,8,27.3,Directlink
1,1,0,GoogleAdWord
11.1,1,0,GoogleSearch
76,5,0,Directlink
48.3,7,0,Directlink
11.4,0,0,GoogleSearch
14.8,2,0,GoogleSearch
12.3,1,0,GoogleSearch
8.5,1,0,GoogleSearch
7.2,2,0,GoogleSearch
11.1,0,0,GoogleSearch
7.8,1,0,GoogleSearch
10,2,0,GoogleSearch
1,1,0,GoogleAdWord
8.8,2,2.9,GoogleSearch
10,1,0,GoogleSearch
9.7,0,0,GoogleSearch
9.8,2,0,GoogleSearch
21.4,0,0,GoogleAdWord
14.2,3,0,GoogleSearch
7.2,3,0,GoogleSearch
12.3,2,0,GoogleSearch
5.3,1,0,GoogleAdWord
9.1,2,0,GoogleSearch
9.8,2,0,GoogleSearch
81,3,27.1,GoogleSearch
10.8,2,0,GoogleSearch
10.7,0,0,GoogleSearch
11.6,1,0,GoogleSearch
8.3,3,0,GoogleSearch
70.9,7,0,Directlink
7.2,2,0,GoogleSearch
13.9,1,0,GoogleAdWord
8.5,2,0,GoogleAdWord
11.6,0,0,GoogleSearch
12.7,1,0,GoogleSearch
13,3,0,GoogleSearch
13.6,0,0,GoogleAdWord
8.6,2,0,GoogleSearch
12.1,0,0,GoogleSearch
10.7,2,0,GoogleSearch
9.9,2,0,GoogleSearch
10.1,3,0,GoogleSearch
9.4,1,0,GoogleSearch
59.4,5,22.1,Directlink
10.8,3,0,GoogleSearch
12.5,2,0,GoogleSearch
6.8,1,0,GoogleSearch
5.5,3,3.6,GoogleSearch
12.3,2,0,GoogleSearch
11.3,5,0,GoogleSearch
12.2,0,1.3,GoogleSearch
9.9,3,0,GoogleSearch
10.5,2,0,GoogleSearch
8.6,2,0,GoogleSearch
7.8,1,0,GoogleSearch
54.5,12,4.6,GoogleSearch
25.3,1,0,GoogleAdWord
10,3,0,GoogleSearch
10,2,0,GoogleSearch
10.4,1,0,GoogleSearch
7.8,1,1.8,GoogleSearch
10.2,4,0,GoogleSearch
73.2,7,10.5,GoogleSearch
83.3,7,12,GoogleSearch
11.9,1,0,GoogleSearch
11.5,2,0,GoogleSearch
9.2,3,0,GoogleSearch
9.1,4,0,GoogleSearch
11.2,3,0,GoogleSearch
11.4,2,0,GoogleSearch
7.9,2,2.9,GoogleSearch
12.1,3,0,GoogleSearch
13,2,3.3,GoogleSearch
6.8,1,0,GoogleAdWord
75.5,6,0,Directlink
9.7,2,0,GoogleSearch
10.4,2,0,GoogleSearch
7.6,0,0,GoogleSearch
9.3,2,0,GoogleSearch
8.5,2,0,GoogleSearch
55,1,0,Directlink
40.4,4,16.3,Directlink
11.8,2,0,GoogleSearch
9.1,1,1.9,GoogleSearch
73.9,7,0,Directlink
12.4,2,0,GoogleSearch
11.5,2,3.2,GoogleSearch
73.7,4,0,Directlink
70.5,6,0,Directlink
7,2,0,GoogleSearch
12.4,2,3.3,GoogleSearch
7.4,1,0,GoogleSearch
10.2,2,0,GoogleSearch
10.7,5,0,GoogleSearch
14.6,2,0,GoogleSearch
12,2,0,GoogleSearch
63.8,5,0,Directlink
13.1,3,0,GoogleSearch
10,0,1,GoogleSearch
1,2,0,GoogleAdWord
10.9,2,0,GoogleAdWord
10.8,3,0,GoogleSearch
10.5,1,0,GoogleSearch
8.6,1,0,GoogleSearch
9.3,0,0,GoogleSearch
8.1,1,0,GoogleSearch
12.9,2,0,GoogleSearch
40.3,4,16.3,Directlink
88.1,7,0,Directlink
8.8,2,0,GoogleSearch
7.4,1,1.8,GoogleSearch
0.9,0,0,GoogleAdWord
11.7,3,0,GoogleSearch
1.1,2,0,GoogleAdWord
13.3,1,0,GoogleSearch
5.9,2,2.7,GoogleSearch
19.3,1,0,GoogleAdWord
13.6,4,0,GoogleSearch
12,4,0,GoogleSearch
12.9,2,0,GoogleSearch
9.2,0,0,GoogleSearch
11.4,0,0,GoogleSearch
61.3,5,0,Directlink
8.6,2,0,GoogleSearch
11.9,2,0,GoogleSearch
9.7,2,0,GoogleSearch
10.4,3,4.1,GoogleSearch
9.7,2,0,GoogleSearch
12.3,3,0,GoogleSearch
10.8,3,0,GoogleSearch
11.8,3,0,GoogleSearch
71.9,7,28.6,Directlink
46.8,4,0,Directlink
10.7,3,0,GoogleSearch
10.5,3,0,GoogleAdWord
11.9,4,0,GoogleSearch
11.6,2,0,GoogleSearch
7.6,1,0,GoogleSearch
9.7,3,0,GoogleSearch
77.8,8,9.8,GoogleSearch
7.8,1,0,GoogleSearch
10,3,0,GoogleSearch
9.4,1,0,GoogleSearch
10.2,2,0,GoogleSearch
9.4,1,0,GoogleSearch
64.7,5,23.1,Directlink
5.8,0,0,GoogleAdWord
9.1,2,0,GoogleSearch
12.9,1,0,GoogleSearch
8.8,0,0,GoogleSearch
80.4,7,11.6,GoogleSearch
66.6,7,27.5,Directlink
10.4,3,0,GoogleSearch
7.6,2,0,GoogleSearch
6.5,2,0,GoogleSearch
11.5,1,0,GoogleSearch
99,4,28,Directlink
11.1,2,0,GoogleSearch
6.9,1,0,GoogleSearch
5.9,1,0,GoogleSearch
61.8,7,0,Directlink
9.3,1,0,GoogleSearch
7.7,3,0,GoogleSearch
10.4,1,0,GoogleSearch
12.7,1,0,GoogleSearch
9.8,1,0,GoogleSearch
12.2,3,0,GoogleSearch
11.3,1,0,GoogleSearch
11.1,1,0,GoogleSearch
14.6,4,0,GoogleSearch
7.8,3,0,GoogleSearch
87.1,8,11,GoogleSearch
8,2,0,GoogleSearch
11.1,1,0,GoogleSearch
12.4,4,0,GoogleSearch
10,1,0,GoogleSearch
9.2,3,0,GoogleSearch
63.5,1,63.6,GoogleSearch
7.8,2,0,GoogleSearch
7.9,3,0,GoogleSearch
11.5,3,4.2,GoogleSearch
62.8,10,6.4,GoogleSearch
88.9,4,22.3,GoogleSearch
11.7,1,0,GoogleSearch
10.5,2,0,GoogleSearch
9.7,2,0,GoogleSearch
6.4,1,0,GoogleSearch
7.8,4,0,GoogleSearch
6.2,1,0,GoogleSearch
8.9,1,0,GoogleSearch
9.5,2,0,GoogleSearch
11.6,3,0,GoogleSearch
10.5,1,0,GoogleSearch
80.8,6,0,Directlink
7.5,3,0,GoogleSearch
9.8,3,0,GoogleSearch
11.3,1,0,GoogleSearch
12.9,3,0,GoogleSearch
10.7,2,0,GoogleSearch
11,4,0,GoogleSearch
12.4,3,0,GoogleSearch
8.5,1,0,GoogleSearch
88.9,13,6.9,GoogleSearch
10.9,3,0,GoogleSearch
11.8,1,0,GoogleSearch
9.1,2,0,GoogleSearch
7.9,2,0,GoogleSearch
7.9,4,0,GoogleSearch
75.5,12,6.4,GoogleSearch
67.2,8,8.5,GoogleSearch
9.2,3,0,GoogleSearch
9,0,0,GoogleAdWord
10.2,1,0,GoogleSearch
9,3,0,GoogleSearch
8.8,3,0,GoogleSearch
6.9,3,0,GoogleSearch
72.1,7,28.6,Directlink
7.8,4,0,GoogleSearch
65.2,14,4.8,GoogleSearch
83.9,5,16.9,GoogleSearch
67,1,67.1,GoogleSearch
10.9,2,0,GoogleSearch
12.7,2,0,GoogleSearch
11.5,0,0,GoogleAdWord
86.8,8,10.9,GoogleSearch
11.1,1,0,GoogleSearch
13.2,2,0,GoogleSearch
16.2,1,0,GoogleAdWord
9.2,3,0,GoogleSearch
14,3,0,GoogleSearch
95.5,4,0,Directlink
75.6,7,10.9,GoogleSearch
9.3,2,0,GoogleSearch
12.9,2,0,GoogleSearch
10.7,1,0,GoogleSearch
13.1,3,0,GoogleSearch
4.3,1,0,GoogleAdWord
1,1,0,GoogleAdWord
8.9,1,0,GoogleSearch
12.1,1,0,GoogleSearch
10.5,3,0,GoogleSearch
1,2,0,GoogleAdWord
8.5,1,0,GoogleSearch
7.9,3,0,GoogleSearch
13.6,2,0,GoogleAdWord
8.9,2,0,GoogleSearch
11.7,2,3.2,GoogleSearch
1,1,0,GoogleAdWord
10,0,0,GoogleSearch
14.7,1,2.8,GoogleAdWord
60.7,5,22.3,Directlink
9.9,3,0,GoogleSearch
7,2,0,GoogleSearch
7.3,2,0,GoogleSearch
53.6,4,18.9,Directlink
1,2,0,GoogleAdWord
11.8,2,0,GoogleSearch
9.4,4,0,GoogleSearch
9.9,2,0,GoogleSearch
8.2,3,3.9,GoogleSearch
13.6,1,0,GoogleSearch
11.1,3,0,GoogleSearch
12.7,2,0,GoogleSearch
10.2,3,0,GoogleSearch
12.1,2,0,GoogleSearch
8.5,2,0,GoogleSearch
12.4,2,0,GoogleSearch
12.7,3,0,GoogleSearch
4.7,1,0,GoogleSearch
6.1,2,4.3,GoogleAdWord
12,3,0,GoogleSearch
10.2,1,0,GoogleSearch
5.6,1,0,GoogleAdWord
13.5,1,0,GoogleSearch
28.5,2,9.9,Directlink
8.3,1,0,GoogleSearch
9.1,2,0,GoogleSearch
10.5,1,0,GoogleSearch
7.9,0,0,GoogleSearch
12.3,1,0,GoogleSearch
7.6,2,0,GoogleSearch
8.6,3,0,GoogleSearch
12.7,1,0,GoogleSearch
74.2,4,18.6,GoogleSearch
9,1,0,GoogleSearch
13.5,0,0,GoogleAdWord
9.2,0,0,GoogleSearch
42.6,1,0,GoogleAdWord
9.7,2,0,GoogleSearch
10.5,1,0,GoogleSearch
1,4,0,GoogleAdWord
11.8,2,0,GoogleSearch
10.5,1,0,GoogleSearch
9,2,2.9,GoogleSearch
63.5,6,0,Directlink
9.9,3,0,GoogleSearch
12.3,2,0,GoogleSearch
13.7,3,0,GoogleSearch
92.2,8,11.6,GoogleSearch
10,1,0,GoogleSearch
1,3,0,GoogleAdWord
10.3,2,0,GoogleSearch
10.6,2,0,GoogleSearch
8.8,1,0,GoogleSearch
12.6,2,0,GoogleAdWord
9.3,3,0,GoogleSearch
10.8,3,0,GoogleSearch
12.5,2,0,GoogleSearch
10.1,3,0,GoogleSearch
13.2,0,0,GoogleSearch
61,5,0,Directlink
8,3,0,GoogleSearch
59.7,8,0,Directlink
64.8,3,21.7,GoogleSearch
11.6,1,0,GoogleSearch
7.6,3,0,GoogleSearch
13.7,1,0,GoogleAdWord
65.8,5,13.3,GoogleSearch
1,0,0,GoogleAdWord
7.1,3,0,GoogleSearch
91.2,7,13.1,GoogleSearch
9,1,0,GoogleSearch
8.1,5,0,GoogleSearch
10.9,2,0,GoogleSearch
10.3,3,0,GoogleSearch
98,6,16.4,GoogleSearch
1,1,0,GoogleAdWord
11.6,3,0,GoogleSearch
9.8,0,1,GoogleSearch
4.9,3,0,GoogleAdWord
8,2,0,GoogleSearch
10.4,1,2.1,GoogleSearch
10.9,3,0,GoogleSearch
12.5,1,0,GoogleAdWord
12,5,0,GoogleSearch
69,5,24,Directlink
11.8,2,0,GoogleSearch
9.4,1,0,GoogleSearch
11,2,0,GoogleSearch
11.2,2,0,GoogleSearch
10.1,2,0,GoogleSearch
76.6,8,9.7,GoogleSearch
5.2,2,0,GoogleSearch
9.3,2,0,GoogleSearch
9.9,3,0,GoogleSearch
5.7,2,0,GoogleSearch
48.8,7,0,Directlink
8.7,1,0,GoogleAdWord
8.7,3,0,GoogleSearch
77.1,7,29.6,Directlink
8.1,2,0,GoogleSearch
67.9,3,22.7,GoogleSearch
8.7,3,0,GoogleSearch
9.4,3,0,GoogleSearch
10.2,2,0,GoogleSearch
13,2,0,GoogleSearch
8.8,2,0,GoogleSearch
50.6,8,26.3,Directlink
12,3,0,GoogleSearch
4.1,3,0,GoogleSearch
8.7,2,0,GoogleSearch
1,1,0,GoogleAdWord
13,4,5.3,GoogleSearch
9.7,3,0,GoogleSearch
11.7,3,0,GoogleSearch
9.6,4,0,GoogleSearch
67.5,2,33.8,GoogleSearch
10.2,3,0,GoogleSearch
12.7,2,0,GoogleSearch
80.5,6,28.3,Directlink
11.5,2,0,GoogleSearch
10.1,3,0,GoogleAdWord
10.4,2,0,GoogleSearch
12.5,3,0,GoogleSearch
86.7,8,11,GoogleSearch
91,5,18.3,GoogleSearch
9.2,1,0,GoogleSearch
8.1,2,0,GoogleSearch
11.2,2,0,GoogleSearch
26.8,2,0,GoogleAdWord
85.7,4,21.5,GoogleSearch
11.4,1,0,GoogleSearch
9.3,3,0,GoogleSearch
43.7,5,0,Directlink
10.7,2,0,GoogleSearch
8.6,3,0,GoogleSearch
15.6,2,0,GoogleAdWord
52.7,3,17.7,GoogleSearch
9.6,4,0,GoogleSearch
61.6,8,0,Directlink
1,1,0,GoogleAdWord
9.3,3,0,GoogleSearch
9.9,3,0,GoogleSearch
34.1,3,0,Directlink
11.1,3,0,GoogleSearch
8.2,0,0,GoogleSearch
10.4,3,0,GoogleSearch
67.7,4,17,GoogleSearch
9.8,3,0,GoogleSearch
20.4,0,0,GoogleAdWord
10.2,3,0,GoogleSearch
12,5,0,GoogleSearch
83.2,15,5.7,GoogleSearch
1,1,0,GoogleAdWord
10.7,1,0,GoogleSearch
10,2,0,GoogleSearch
11.2,1,0,GoogleSearch
10.3,3,0,GoogleSearch
10.9,3,4.1,GoogleSearch
13.7,5,0,GoogleSearch
7.7,2,0,GoogleSearch
65.8,2,17.4,Directlink
26.5,0,0,GoogleAdWord
58,5,0,Directlink
9.2,2,0,GoogleSearch
8.9,1,0,GoogleSearch
9.8,1,0,GoogleSearch
7.5,2,0,GoogleSearch
84.6,9,9.5,GoogleSearch
10.2,2,0,GoogleSearch
10.9,2,0,GoogleSearch
7.3,1,0,GoogleSearch
6.3,1,0,GoogleAdWord
20,0,0,GoogleAdWord
8.9,2,0,GoogleSearch
63.1,5,22.8,Directlink
53.3,6,22.9,Directlink
81.7,14,5.9,GoogleSearch
7.2,0,0,GoogleSearch
10.8,3,0,GoogleSearch
51.6,9,5.8,GoogleSearch
12.3,3,0,GoogleSearch
11.6,3,0,GoogleSearch
75.3,3,25.2,GoogleSearch
9.8,2,0,GoogleSearch
10.3,3,0,GoogleSearch
12.6,3,0,GoogleSearch
8.6,0,0,GoogleSearch
1,1,0,GoogleAdWord
84,7,12.1,GoogleSearch
9,0,0,GoogleSearch
11.5,3,0,GoogleSearch
90.5,15,6.1,GoogleSearch
8.2,1,0,GoogleSearch
50.2,5,20.2,Directlink
11.7,1,0,GoogleSearch
86.9,8,11,GoogleSearch
11,3,0,GoogleSearch
8.4,3,3.9,GoogleSearch
12.4,1,0,GoogleSearch
10.9,1,0,GoogleSearch
11.6,2,0,GoogleSearch
7.5,2,0,GoogleSearch
7.8,2,2.8,GoogleSearch
12.2,3,0,GoogleSearch
105.8,11,9.7,GoogleSearch
5.5,1,0,GoogleSearch
6,3,0,GoogleSearch
91.7,15,6.2,GoogleSearch
11,2,0,GoogleSearch
10.4,2,0,GoogleSearch
14.7,1,0,GoogleAdWord
9.9,1,0,GoogleSearch
8.4,3,0,GoogleSearch
9.1,2,0,GoogleSearch
8.7,0,0,GoogleSearch
11.5,2,4.6,GoogleAdWord
8.4,2,2.9,GoogleSearch
10.4,2,0,GoogleSearch
49.6,5,0,Directlink
6.7,2,2.7,GoogleSearch
12.1,3,0,GoogleSearch
7.7,1,0,GoogleSearch
8.8,2,0,GoogleSearch
61.6,6,0,Directlink
9.1,0,0,GoogleSearch
63.9,6,10.8,GoogleSearch
15.4,2,0,GoogleAdWord
58.9,4,0,Directlink
79.1,7,11.4,GoogleSearch
14.2,2,0,GoogleSearch
9.4,2,0,GoogleSearch
12.4,2,0,GoogleSearch
9.2,1,0,GoogleSearch
9.9,2,0,GoogleSearch
11.4,1,0,GoogleSearch
9.4,1,0,GoogleSearch
11,3,0,GoogleSearch
17.8,1,0,GoogleAdWord
6.6,3,0,GoogleSearch
57.9,7,25.8,Directlink
13.3,1,0,GoogleSearch
11.1,3,0,GoogleSearch
11.1,2,0,GoogleAdWord
12.1,2,0,GoogleSearch
8.8,3,0,GoogleSearch
12.9,2,0,GoogleSearch
14.3,1,0,GoogleSearch
10.9,3,0,GoogleSearch
82.2,14,6,GoogleSearch
1,3,0,GoogleAdWord
8.8,2,0,GoogleSearch
5.4,1,0,GoogleAdWord
9.9,2,0,GoogleSearch
10.7,1,2.1,GoogleSearch
10.3,1,0,GoogleSearch
1,2,0,GoogleAdWord
7,1,0,GoogleSearch
8.6,4,0,GoogleSearch
5.8,4,0,GoogleSearch
59.5,5,22.1,Directlink
19.4,1,0,GoogleAdWord
96.5,3,32.3,GoogleSearch
9,4,0,GoogleSearch
1,1,2.1,GoogleAdWord
11.4,2,0,GoogleSearch
8.4,3,0,GoogleSearch
8.8,3,0,GoogleSearch
71.7,6,12.1,GoogleSearch
10.4,2,0,GoogleSearch
11.1,2,0,GoogleSearch
8.1,2,0,GoogleSearch
11.6,2,0,GoogleSearch
74.8,4,23.2,Directlink
13,2,0,GoogleSearch
11.1,0,0,GoogleSearch
12.4,1,0,GoogleSearch
16.8,2,0,GoogleAdWord
10,2,0,GoogleSearch
8.2,2,0,GoogleSearch
78.8,7,30,Directlink
61.8,4,0,Directlink
82.1,13,6.4,GoogleSearch
10.3,1,0,GoogleSearch
9.4,2,0,GoogleSearch
11.4,2,0,GoogleSearch
13.4,4,0,GoogleSearch
9.1,2,0,GoogleSearch
72.4,1,72.5,GoogleSearch
25.1,2,0,GoogleAdWord
12,3,0,GoogleSearch
22.1,1,0,GoogleAdWord
10.8,1,0,GoogleSearch
11.6,2,0,GoogleSearch
1.4,1,0,GoogleAdWord
11.7,2,0,GoogleSearch
12.2,2,0,GoogleSearch
9.8,3,0,GoogleSearch
12.1,2,0,GoogleSearch
10.2,3,0,GoogleSearch
96.1,9,10.8,GoogleSearch
8.8,1,0,GoogleSearch
8.3,2,0,GoogleSearch
14.3,0,0,GoogleAdWord
7.2,2,0,GoogleSearch
69.1,6,11.6,GoogleSearch
8.4,1,0,GoogleSearch
7.6,3,0,GoogleSearch
86.8,15,5.9,GoogleSearch
6,1,0,GoogleSearch
9.9,1,0,GoogleSearch
9.1,0,0,GoogleSearch
8.9,3,0,GoogleSearch
11.4,3,0,GoogleSearch
73.7,7,0,Directlink
8.7,2,0,GoogleSearch
74.6,5,0,Directlink
11.1,4,0,GoogleSearch
7.4,2,0,GoogleAdWord
11.1,1,0,GoogleSearch
69.4,11,6.4,GoogleSearch
6.7,3,0,GoogleSearch
10.5,3,0,GoogleSearch
9.1,1,0,GoogleSearch
75.4,4,19,GoogleSearch
12,3,0,GoogleSearch
51.2,4,0,Directlink
10.4,2,0,GoogleSearch
48.1,7,0,Directlink
10.6,0,0,GoogleSearch
9.8,2,0,GoogleSearch
9.7,4,0,GoogleSearch
7.5,2,0,GoogleAdWord
75.8,7,29.3,Directlink
11.7,1,0,GoogleSearch
7.2,3,0,GoogleSearch
9.8,2,0,GoogleSearch
12.2,2,0,GoogleSearch
13,3,0,GoogleSearch
9.7,2,0,GoogleSearch
11.2,1,0,GoogleSearch
9.5,1,0,GoogleSearch
10.9,1,0,GoogleSearch
69.7,9,32.1,Directlink
8.6,1,0,GoogleSearch
11.7,3,0,GoogleSearch
12.7,1,0,GoogleSearch
12.2,0,0,GoogleSearch
48.5,10,0,Directlink
11.6,4,0,GoogleSearch
8,1,0,GoogleSearch
11.2,2,0,GoogleSearch
14.6,2,0,GoogleSearch
49,1,0,GoogleAdWord
1,0,0,GoogleAdWord
76.2,5,15.3,GoogleSearch
10.1,3,0,GoogleSearch
1,2,0,GoogleAdWord
12.4,3,0,GoogleSearch
10.5,1,0,GoogleSearch
13.9,1,0,GoogleAdWord
11.4,4,0,GoogleSearch
14.1,4,0,GoogleSearch
10,1,0,GoogleSearch
71.5,2,35.8,GoogleSearch
7.7,1,0,GoogleSearch
13.9,0,0,GoogleSearch
8.6,3,0,GoogleSearch
9.1,0,0,GoogleSearch
69,11,6.4,GoogleSearch
10.2,3,0,GoogleSearch
9.9,1,0,GoogleSearch
14.2,0,1.5,GoogleSearch
8.4,2,0,GoogleSearch
5.3,3,0,GoogleSearch
4.3,3,0,GoogleSearch
8.4,3,0,GoogleSearch
8,2,0,GoogleSearch
7.1,3,0,GoogleSearch
6.2,1,0,GoogleSearch
9.8,1,0,GoogleSearch
51.9,4,18.6,Directlink
7.7,2,0,GoogleSearch
11.8,1,0,GoogleSearch
11.6,2,0,GoogleSearch
103.3,1,103.4,GoogleSearch
12.2,4,0,GoogleSearch
80.9,7,30.4,Directlink
6.6,2,0,GoogleSearch
90.5,7,13,GoogleSearch
54.5,11,0,Directlink
12.3,3,0,GoogleSearch
46.9,8,0,Directlink
9.5,2,0,GoogleSearch
10.8,1,0,GoogleSearch
6.8,2,0,GoogleSearch
87.4,9,9.8,GoogleSearch
9.4,2,0,GoogleSearch
10.6,2,0,GoogleSearch
14.8,1,0,GoogleSearch
12.8,3,0,GoogleSearch
10.4,2,0,GoogleSearch
8.9,1,0,GoogleSearch
12.8,2,0,GoogleSearch
8.5,1,0,GoogleSearch
69.4,10,34.1,Directlink
78.1,7,0,Directlink
11.1,1,0,GoogleSearch
98.4,9,11,GoogleSearch
6.8,2,0,GoogleSearch
10.3,3,0,GoogleSearch
82.1,12,7,GoogleSearch
7.3,0,0,GoogleSearch
8.7,4,0,GoogleSearch
11.4,2,0,GoogleSearch
9.3,2,0,GoogleSearch
13.1,1,0,GoogleSearch
39.7,5,18.1,Directlink
12.5,1,0,GoogleSearch
0.1,0,0,GoogleAdWord
12.3,3,0,GoogleSearch
11.8,1,0,GoogleSearch
6.5,2,0,GoogleSearch
10.1,1,0,GoogleSearch
13.1,2,0,GoogleSearch
64.8,6,10.9,GoogleSearch
8.3,2,0,GoogleSearch
8.7,2,0,GoogleSearch
11.7,2,0,GoogleSearch
63.9,7,27,Directlink
11.6,3,0,GoogleSearch
8.5,2,0,GoogleSearch
7.3,2,0,GoogleSearch
10.7,1,0,GoogleSearch
11.4,2,0,GoogleSearch
10.8,3,4.1,GoogleSearch
100.1,14,7.2,GoogleSearch
6,3,0,GoogleSearch
7.6,3,0,GoogleSearch
7.8,1,0,GoogleAdWord
12.5,3,0,GoogleSearch
15.7,2,0,GoogleSearch
12.2,0,0,GoogleSearch
10.7,4,0,GoogleSearch
10,0,0,GoogleSearch
10.1,2,0,GoogleSearch
7.9,4,0,GoogleSearch
11.5,3,0,GoogleSearch
7.6,1,0,GoogleSearch
6.6,1,0,GoogleSearch
12.3,0,0,GoogleSearch
7.5,2,0,GoogleSearch
12.9,1,0,GoogleSearch
10.1,1,0,GoogleSearch
11.7,2,0,GoogleSearch
11.7,3,0,GoogleSearch
63.7,9,0,Directlink
10,3,4.1,GoogleSearch
12,2,0,GoogleSearch
5.2,2,0,GoogleSearch
12,3,4.2,GoogleSearch
37.3,7,21.7,Directlink
68.7,8,8.7,GoogleSearch
41.2,3,0,Directlink
13.2,2,0,GoogleSearch
11.3,1,0,GoogleSearch
11.6,3,0,GoogleSearch
8.7,3,0,GoogleSearch
8.9,2,0,GoogleSearch
6.6,2,0,GoogleSearch
9.6,1,0,GoogleAdWord
10.5,1,0,GoogleSearch
59.1,5,22,Directlink
9.3,0,0,GoogleSearch
1.5,1,0,GoogleAdWord
10.7,4,0,GoogleSearch
22.8,0,0,GoogleAdWord
49.5,7,24.1,Directlink
1,2,0,GoogleAdWord
1,2,0,GoogleAdWord
55.3,1,55.4,GoogleSearch
9.7,2,0,GoogleSearch
10,2,0,GoogleSearch
11.4,2,0,GoogleSearch
